Unnamed: 0,Name,Platform,Year_of_Release,Genre,NA_players,EU_players,RU_players,Other_players,Critic_Score,User_Score,Rating
16370,"Hanayaka Kana, Ware ga Ichizoku",PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16371,Mamoru-kun wa Norowarete Shimatta!,X360,2009.0,Shooter,0.0,0.0,0.01,0.0,,,
16372,Myself; Yourself,PS2,2007.0,Adventure,0.0,0.0,0.01,0.0,,,
16373,Sengoku Hime 2 Arashi: Hyakubana Senran Tatsukaze no Gotoku,PSP,2010.0,Strategy,0.0,0.0,0.01,0.0,,,
16374,Chaos;Head Noah,PSV,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16375,Curse of the Amsterdam Diamond,DS,2012.0,Puzzle,0.0,0.01,0.0,0.0,,,
16376,PDC World Championship Darts 2008,PSP,,Sports,0.01,0.0,0.0,0.0,43.0,tbd,E10+
16377,Dokuro,PSV,2012.0,Action,0.0,0.0,0.01,0.0,76.0,8,E10+
16378,Starry ? Sky: After Autumn,PSP,2011.0,Misc,0.0,0.0,0.01,0.0,,,
16379,Dragon Quest X: All in One Package,WiiU,2015.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16380,Tiger Woods PGA Tour 2005,PC,2004.0,Sports,0.0,0.01,0.0,0.0,91.0,4.5,E
16381,Slide Adventure: Mag Kid,DS,2007.0,Action,0.0,0.0,0.01,0.0,,,
16382,My Little Baby,DS,2008.0,Simulation,0.0,0.01,0.0,0.0,,,E
16383,Smuggler's Run,GBA,2002.0,Racing,0.01,0.0,0.0,0.0,41.0,4.3,E
16384,Jan Sangoku Musou,PS2,2006.0,Misc,0.0,0.0,0.01,0.0,,,
16385,Brothers Conflict: Precious Baby,PSV,2017.0,Action,0.0,0.0,0.01,0.0,,,
16386,Kono Aozora ni Yakusoku o: Melody of the Sun and Sea,PS2,2007.0,Adventure,0.0,0.0,0.01,0.0,,,
16387,Fatal Fury: Battle Archives Volume 1 (JP sales),PS2,2006.0,Fighting,0.0,0.0,0.01,0.0,,,
16388,Rakushou! Pachi-Slot Sengen 6: Rio 2 Cruising Vanadis,PS2,2009.0,Misc,0.0,0.0,0.01,0.0,,,
16389,Kamaitachi no Yoru 2: Tokubetsu Hen,PSP,2006.0,Adventure,0.0,0.0,0.01,0.0,,,
16390,CT Special Forces 2: Back in the Trenches,GBA,2003.0,Shooter,0.01,0.0,0.0,0.0,76.0,tbd,T
16391,Durarara!! Relay,PSV,2015.0,Action,0.0,0.0,0.01,0.0,,,
16392,Root Double: Before Crime After Days,X360,2012.0,Action,0.0,0.0,0.01,0.0,,,
16393,ef - a fairy tale of the two.,PS2,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16394,Sonic & All-Stars Racing Transformed,PC,2013.0,Racing,0.0,0.01,0.0,0.0,,,
16395,FairlyLife: MiracleDays,PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16396,Goat Simulator,XOne,2016.0,Simulation,0.0,0.01,0.0,0.0,53.0,6.3,T
16397,Death Connection Portable,PSP,2011.0,Adventure,0.0,0.0,0.01,0.0,,,
16398,Surf's Up,GC,2007.0,Sports,0.01,0.0,0.0,0.0,,tbd,E10+
16399,Rainbow Islands: Revolution,PSP,2005.0,Action,0.01,0.0,0.0,0.0,,,
16400,TimeShift,PC,2007.0,Shooter,0.01,0.0,0.0,0.0,71.0,7.6,M
16401,Rakushou! Pachi-Slot Sengen 4,PS2,2006.0,Misc,0.0,0.0,0.01,0.0,,,
16402,Chaos;Child,PS4,2015.0,Adventure,0.0,0.0,0.01,0.0,,,
16403,Moe Moe 2-Ji Daisenryaku 2,PSP,2010.0,Strategy,0.0,0.0,0.01,0.0,,,
16404,Tsuyo Kiss 3 Portable,PSP,2012.0,Action,0.0,0.0,0.01,0.0,,,
16405,Championship Manager 2010,PC,2009.0,Sports,0.0,0.01,0.0,0.0,,,
16406,Moto Racer Advance,GBA,2002.0,Racing,0.01,0.0,0.0,0.0,86.0,tbd,E
16407,Dynasty Warriors: Eiketsuden,PSV,2016.0,Action,0.0,0.0,0.01,0.0,,,
16408,Duel Masters: Shadow of the Code,GBA,2004.0,Misc,0.01,0.0,0.0,0.0,,tbd,E
16409,Freaky Flyers,GC,,Racing,0.01,0.0,0.0,0.0,69.0,6.5,T
16410,The Chronicles of Riddick: Assault on Dark Athena,PC,2009.0,Shooter,0.0,0.01,0.0,0.0,80.0,8,M
16411,Happy Dance Collection,Wii,2008.0,Misc,0.0,0.0,0.01,0.0,,,
16412,Army Men: Air Combat - The Elite Missions,GC,2003.0,Shooter,0.01,0.0,0.0,0.0,,,
16413,Rally Championship,GC,2003.0,Racing,0.01,0.0,0.0,0.0,63.0,tbd,E
16414,Binary Star,PSV,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16415,Conflict: Denied Ops,PC,2008.0,Shooter,0.0,0.01,0.0,0.0,58.0,4.8,M
16416,Legend of Kay Anniversary,WiiU,2015.0,Action,0.0,0.01,0.0,0.0,67.0,7.1,E10+
16417,Musou Tourou,PSP,2009.0,Strategy,0.0,0.0,0.01,0.0,,,
16418,Gakuen Hetalia,DS,2012.0,Adventure,0.0,0.0,0.01,0.0,,,
16419,Really? Really! DS,DS,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16420,Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013.0,Adventure,0.0,0.0,0.01,0.0,,,
16421,FlatOut: Ultimate Carnage,PC,2008.0,Racing,0.0,0.01,0.0,0.0,79.0,7.7,T
16422,Touch Detective 3: Does Funghi Dream of Bananas?,3DS,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16423,Battlestations: Midway,PC,2007.0,Strategy,0.0,0.01,0.0,0.0,76.0,7.3,T
16424,Mario vs. Donkey Kong: Tipping Stars,WiiU,2015.0,Puzzle,0.0,0.0,0.01,0.0,70.0,7.4,E
16425,Tringo,GBA,2006.0,Puzzle,0.01,0.0,0.0,0.0,,tbd,E
16426,Jam Sessions: Sing and Play Guitar (jp sales),DS,2007.0,Misc,0.0,0.0,0.01,0.0,,,
16427,Cities: Skylines Snowfall,PC,2016.0,Simulation,0.0,0.01,0.0,0.0,72.0,7.1,
16428,RalliSport Challenge(JP sales),XB,2002.0,Racing,0.0,0.0,0.01,0.0,,,
16429,Ultraman Fighting Evolution 3,PS2,2004.0,Fighting,0.0,0.0,0.01,0.0,,,
16430,Rondo of Swords (jp sales),DS,2007.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16431,Element Hunter,DS,2009.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16432,R.B.I. Baseball 2016,PS4,2016.0,Sports,0.01,0.0,0.0,0.0,,,
16433,Greg Hastings' Tournament Paintball Max'd,PS2,2006.0,Shooter,0.01,0.0,0.0,0.0,70.0,9.2,E10+
16434,Shinseiki Evangelion: Koutetsu no Girlfriend Tokubetsu-Hen Portable,PSP,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16435,Whac-A-Mole,GBA,2005.0,Puzzle,0.01,0.0,0.0,0.0,,tbd,E
16436,Nakayoshi All-Stars: Mezase Gakuen Idol,DS,2008.0,Misc,0.0,0.0,0.01,0.0,,,
16437,Kamigami no Asobi InFinite,PSV,2016.0,Adventure,0.0,0.0,0.01,0.0,,,
16438,Fullmetal Alchemist: Prince of the Dawn,Wii,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16439,H2O+: Footprints in the Sand,PS2,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16440,Grooverider: Slot Car Thunder,GC,2003.0,Racing,0.01,0.0,0.0,0.0,49.0,tbd,E
16441,Fashionable Puppy: Oshare na Koinu DS,DS,2007.0,Simulation,0.0,0.0,0.01,0.0,,,
16442,Sekirei: Mirai Kara no Okurimono,PS2,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16443,Ultimate Board Game Collection,PS2,2006.0,Misc,0.01,0.0,0.0,0.0,37.0,tbd,E
16444,The Humans: Meet the Ancestors!,DS,2009.0,Puzzle,0.01,0.0,0.0,0.0,,,
16445,Jambo! Safari Animal Rescue,DS,2009.0,Simulation,0.01,0.0,0.0,0.0,,,
16446,Dinotopia: The Sunstone Odyssey,XB,2003.0,Action,0.01,0.0,0.0,0.0,44.0,tbd,T
16447,Dungeons & Dragons: Neverwinter Nights - Complete,PC,2011.0,Misc,0.01,0.0,0.0,0.0,,,
16448,Idol Janshi Suchie-Pai IV,PS2,2007.0,Misc,0.0,0.0,0.01,0.0,,,
16449,Natsuzora no Monologue,PSP,2013.0,Adventure,0.0,0.0,0.01,0.0,,,
16450,Kenka Banchou Portable,PSP,2009.0,Action,0.0,0.0,0.01,0.0,,,
16451,The Train Giant,PC,2012.0,Strategy,0.0,0.01,0.0,0.0,,,
16452,Inversion,PC,,Shooter,0.01,0.0,0.0,0.0,59.0,6.7,M
16453,Monster Jam,PC,2007.0,Racing,0.01,0.0,0.0,0.0,,5.8,
16454,Turbo: Super Stunt Squad,X360,2013.0,Sports,0.0,0.01,0.0,0.0,,4.5,E
16455,Ishin Renka: Ryouma Gaiden,PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16456,NHL 2K7,XB,2006.0,Sports,0.01,0.0,0.0,0.0,78.0,tbd,E10+
16457,Act of Aggression,PC,2015.0,Strategy,0.0,0.01,0.0,0.0,71.0,7.1,
16458,Shirahana no Ori: Hiiro no Kakera 4 - Shiki no Uta,PSP,2013.0,Adventure,0.0,0.0,0.01,0.0,,,
16459,Powerdrome,XB,2004.0,Racing,0.01,0.0,0.0,0.0,69.0,7,T
16460,Fallout Anthology,PC,2015.0,Action,0.0,0.01,0.0,0.0,,8.3,
16461,Monster Bomber,DS,2006.0,Puzzle,0.01,0.0,0.0,0.0,55.0,tbd,E
16462,Hakuouki: Shinsengumi Kitan,PS3,,Adventure,0.01,0.0,0.0,0.0,,,
16463,Fate/kaleid liner Prisma Illya,3DS,2014.0,Action,0.0,0.0,0.01,0.0,,,
16464,Young Justice: Legacy,X360,2013.0,Action,0.0,0.01,0.0,0.0,,6.2,T
16465,Wand of Fortune,PS2,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16466,Arabians Lost: The Engagement on Desert,PSP,2012.0,Adventure,0.0,0.0,0.01,0.0,,,
16467,TrackMania Turbo,PC,2016.0,Action,0.0,0.01,0.0,0.0,79.0,6.8,E
16468,Minds and Mystery: 5 Game Pack,PC,2014.0,Action,0.0,0.01,0.0,0.0,,,
16469,S.Y.K: Shinsetsu Saiyuuki Portable,PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16470,Cross Edge Dash,X360,2009.0,Role-Playing,0.0,0.0,0.01,0.0,,,T
16471,"Crouching Tiger, Hidden Dragon",XB,2003.0,Action,0.01,0.0,0.0,0.0,52.0,tbd,T
16472,Meru Purana,PS,1996.0,Strategy,0.0,0.0,0.01,0.0,,,
16473,Fullmetal Alchemist: Trading Card Game,DS,2007.0,Misc,0.01,0.0,0.0,0.0,61.0,7.5,T
16474,Super Bubble Pop,XB,2002.0,Puzzle,0.01,0.0,0.0,0.0,42.0,tbd,E
16475,Gobliiins 4,PC,2009.0,Adventure,0.0,0.01,0.0,0.0,54.0,,
16476,Akatsuki no Amaneka to Aoi Kyojin,PSP,2010.0,Strategy,0.0,0.0,0.01,0.0,,,
16477,Myst,PSP,2006.0,Adventure,0.0,0.01,0.0,0.0,69.0,4.8,E
16478,John Daly's ProStroke Golf,X360,2010.0,Sports,0.01,0.0,0.0,0.0,57.0,,E
16479,Chaos;Child,PS3,2015.0,Adventure,0.0,0.0,0.01,0.0,,,
16480,Darkened Skye,GC,2002.0,Adventure,0.01,0.0,0.0,0.0,61.0,6.4,T
16481,Sakura-Sou no Pet na Kanojo,PSV,2013.0,Adventure,0.0,0.0,0.01,0.0,,,
16482,Cartoon Network Battle Crashers,3DS,2016.0,Action,0.01,0.0,0.0,0.0,,tbd,E10+
16483,Wand of Fortune: Mirai e no Prologue,PS2,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16484,Nova Usagi no Game de Ryuugaku!? DS,DS,2007.0,Misc,0.0,0.0,0.01,0.0,,,
16485,Heart no Kuni no Alice,PSP,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16486,San-X: Chara Sagashi Land,DS,2007.0,Action,0.0,0.0,0.01,0.0,,,
16487,Petz: Hamsterz Life 2,GBA,2007.0,Misc,0.01,0.0,0.0,0.0,,,
16488,Juiced 2: Hot Import Nights,PC,2007.0,Racing,0.0,0.01,0.0,0.0,61.0,5,T
16489,Poker for Dummies,PC,2008.0,Misc,0.0,0.01,0.0,0.0,,tbd,T
16490,Super Dungeon Bros,PS4,2016.0,Action,0.01,0.0,0.0,0.0,42.0,2.3,E10+
16491,Command & Conquer Renegade,PC,2002.0,Shooter,0.0,0.01,0.0,0.0,,,
16492,Memories Off,PSP,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16493,Tenchu San Portable,PSP,2009.0,Action,0.0,0.0,0.01,0.0,,,
16494,Pippa Funnell 2: Farm Adventures,DS,2007.0,Simulation,0.0,0.01,0.0,0.0,,,
16495,Ride,X360,2015.0,Racing,0.0,0.01,0.0,0.0,,,
16496,Vitamin X,PS2,2007.0,Adventure,0.0,0.0,0.01,0.0,,,
16497,The Wild West,DS,2007.0,Action,0.01,0.0,0.0,0.0,35.0,tbd,E10+
16498,thinkSMART: Chess for Kids,DS,2011.0,Misc,0.01,0.0,0.0,0.0,,tbd,E
16499,Saint Seiya Omega: Ultimate Cosmo,PSP,2012.0,Fighting,0.0,0.0,0.01,0.0,,,
16500,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016.0,Action,0.0,0.0,0.01,0.0,,,
16501,Dungeon Explorer: Warriors of Ancient Arts,PSP,2007.0,Role-Playing,0.01,0.0,0.0,0.0,56.0,5.5,T
16502,"Sakigake!! Otokojuku - Nihon yo, Kore ga Otoko Dearu!",PS3,2014.0,Fighting,0.0,0.0,0.01,0.0,,,
16503,Sherlock Holmes: The Devil's Daughter,PS4,2016.0,Adventure,0.01,0.0,0.0,0.0,70.0,6.8,T
16504,Root Letter,PS4,2016.0,Adventure,0.0,0.0,0.01,0.0,69.0,7.5,
16505,River City Ransom SP,3DS,2016.0,Action,0.0,0.0,0.01,0.0,,,
16506,Aladdin Magic Racer,Wii,2011.0,Racing,0.01,0.0,0.0,0.0,,,E
16507,Shin Hayarigami 2,PS4,2016.0,Adventure,0.0,0.0,0.01,0.0,,,
16508,Teenage Mutant Ninja Turtles (3DS),3DS,2013.0,Action,0.01,0.0,0.0,0.0,,,
16509,Time Leap,X360,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16510,The Godfather (JP sales),X360,2006.0,Action,0.0,0.0,0.01,0.0,,,
16511,World Heroes Anthology,PS2,2007.0,Fighting,0.0,0.0,0.01,0.0,53.0,tbd,T
16512,Ride 2,XOne,2016.0,Racing,0.0,0.01,0.0,0.0,,8.2,E
16513,Ride 2,PC,2016.0,Racing,0.0,0.01,0.0,0.0,78.0,7.9,E
16514,Art Academy: Home Studio,WiiU,2015.0,Misc,0.0,0.0,0.01,0.0,82.0,8.3,E
16515,th!nk Logic Trainer,Wii,2009.0,Puzzle,0.01,0.0,0.0,0.0,,,
16516,Colin McRae Rally 04,PC,2004.0,Racing,0.0,0.01,0.0,0.0,87.0,7.2,
16517,"Tennis no Oji-Sama: Doubles no Oji-Sama - Boys, Be Glorious!",DS,2009.0,Sports,0.0,0.0,0.01,0.0,,,
16518,Uchida Yasuou Mystery: Meitantei Senken Mitsuhiko Series: Fukutoshin Renzoku Satsujin Jiken,DS,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16519,Routes PE,PS2,2007.0,Adventure,0.0,0.0,0.01,0.0,,,
16520,Railfan,PS3,2006.0,Simulation,0.0,0.0,0.01,0.0,,,
16521,SoniPro,3DS,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16522,Rugby World Cup 2015,PC,2015.0,Sports,0.0,0.01,0.0,0.0,,1.4,E
16523,Akatsuki no Goei Trinity,PSP,2012.0,Adventure,0.0,0.0,0.01,0.0,,,
16524,Tropico 3: Gold Edition,PC,2010.0,Strategy,0.0,0.01,0.0,0.0,,tbd,T
16525,ESPN NBA 2Night 2002,XB,2002.0,Sports,0.01,0.0,0.0,0.0,,tbd,E
16526,Virtua Quest,GC,,Role-Playing,0.01,0.0,0.0,0.0,55.0,5.5,T
16527,Icewind Dale II,PC,2002.0,Role-Playing,0.0,0.01,0.0,0.0,83.0,8.3,T
16528,Golden Time: Vivid Memories,PSV,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16529,Shinseiki Evangelion: Koutetsu no Girlfriend 2nd Portable,PSP,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16530,Dungeons 2,PS4,2016.0,Role-Playing,0.01,0.0,0.0,0.0,61.0,7.9,T
16531,Tenjin Ranman: Happy GO Lucky!!,PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16532,Pro Evolution Soccer 2010,PC,2009.0,Sports,0.0,0.01,0.0,0.0,78.0,6.9,E
16533,Hoshigami: Ruining Blue Earth Remix,DS,2007.0,Role-Playing,0.0,0.0,0.01,0.0,55.0,7.9,T
16534,Carmageddon: Max Damage,PS4,2016.0,Action,0.01,0.0,0.0,0.0,51.0,5.5,M
16535,Getsuei Gakuen: kou,PSV,2013.0,Adventure,0.0,0.0,0.01,0.0,,,
16536,Alone in the Dark,PC,2008.0,Adventure,0.0,0.01,0.0,0.0,55.0,5.7,M
16537,Rugby League Live 3,XOne,2015.0,Action,0.0,0.01,0.0,0.0,,7.1,E
16538,The Cages: Pro Style Batting Practice,Wii,2010.0,Sports,0.01,0.0,0.0,0.0,,tbd,E
16539,Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm,PSV,2016.0,Adventure,0.0,0.0,0.01,0.0,,,
16540,Hotel Giant DS,DS,2008.0,Simulation,0.0,0.01,0.0,0.0,,,
16541,Clive Barker's Jericho,PC,2007.0,Shooter,0.0,0.01,0.0,0.0,63.0,7.5,M
16542,Shin Sangoku Musou 4 Special,X360,2005.0,Action,0.0,0.0,0.01,0.0,,,
16543,Grand Prix Legends,PC,1997.0,Racing,0.0,0.01,0.0,0.0,,7.5,E
16544,Bullet Soul: Tama Tamashii,X360,2011.0,Shooter,0.0,0.0,0.01,0.0,,,
16545,G1 Jockey 4 2007,PS2,2007.0,Sports,0.0,0.0,0.01,0.0,,,
16546,"Element Girl: Love, Fashion and Friends",DS,2008.0,Adventure,0.0,0.01,0.0,0.0,,,
16547,Heart no Kuni no Alice: Wonderful Twin World,PSP,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16548,Assassin's Creed Chronicles,XOne,2016.0,Action,0.0,0.01,0.0,0.0,,6.8,T
16549,Madagascar: Escape 2 Africa,PC,2008.0,Action,0.01,0.0,0.0,0.0,58.0,8,E10+
16550,Wade Hixton's Counter Punch,GBA,2004.0,Sports,0.01,0.0,0.0,0.0,78.0,9.5,T
16551,MotoGP 14 ,PSV,2014.0,Racing,0.0,0.01,0.0,0.0,,7.5,E
16552,Junjou Romanchika: Koi no Doki Doki Daisakusen,PS2,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16553,Sega Rally Revo,PC,2007.0,Racing,0.0,0.01,0.0,0.0,74.0,7.6,E
16554,Superstars V8 Racing,X360,2009.0,Racing,0.0,0.01,0.0,0.0,62.0,,E
16555,Winning Eleven: Pro Evolution Soccer 2007,PC,2006.0,Sports,0.0,0.01,0.0,0.0,88.0,,E
16556,Shin Koihime Musou: Otome Taisen * Sangokushi Engi,PS3,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16557,Farming Simulator 2014,PSV,2014.0,Simulation,0.01,0.0,0.0,0.0,,,
16558,"Horse Life 4: My Horse, My Friend, My Champion",3DS,2015.0,Action,0.0,0.01,0.0,0.0,,,
16559,Heart no Kuni no Alice,PS2,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16560,Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007.0,Fighting,0.0,0.0,0.01,0.0,,,
16561,Juggler DS,DS,2008.0,Misc,0.0,0.0,0.01,0.0,,,
16562,Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016.0,Action,0.0,0.01,0.0,0.0,,,
16563,Katekyoo Hitman Reborn! Kindan no Yami no Delta,Wii,2008.0,Action,0.0,0.0,0.01,0.0,,,
16564,Transformers: Prime,Wii,2012.0,Action,0.0,0.01,0.0,0.0,,,
16565,Amnesia Later,PSV,2014.0,Misc,0.0,0.0,0.01,0.0,,,
16566,Outdoors Unleashed: Alaska 3D,3DS,2011.0,Sports,0.01,0.0,0.0,0.0,,tbd,T
16567,Razor Freestyle Scooter,GBA,2001.0,Sports,0.01,0.0,0.0,0.0,,,
16568,Vitamin Y,DS,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16569,Egg Mania: Eggstreme Madness,GC,2002.0,Puzzle,0.01,0.0,0.0,0.0,64.0,8,E
16570,Magicians Academy,PS2,2007.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16571,Memories Off #5: Togireta Film,PSP,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16572,Luxor: Pharaoh's Challenge,DS,2007.0,Puzzle,0.0,0.01,0.0,0.0,,tbd,E
16573,The Eye of Judgment: Legends,PSP,2010.0,Strategy,0.0,0.0,0.01,0.0,69.0,7.9,E10+
16574,Exstetra,3DS,2013.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16575,Lucian Bee's: Resurrection Supernova,PS2,2009.0,Adventure,0.0,0.0,0.01,0.0,,,
16576,King's Bounty: Armored Princess,PC,2009.0,Role-Playing,0.0,0.01,0.0,0.0,82.0,8.6,T
16577,The Amazing Spider-Man (DS & Mobile Versions),PSP,2009.0,Action,0.0,0.01,0.0,0.0,,,
16578,Smart Boy's Winter Wonderland,DS,2008.0,Misc,0.01,0.0,0.0,0.0,,tbd,E
16579,Captain Rainbow,Wii,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16580,DoDonPachi Daifukkatsu: Black Label,X360,2011.0,Shooter,0.0,0.0,0.01,0.0,,,
16581,Space Raiders,GC,2003.0,Shooter,0.01,0.0,0.0,0.0,40.0,tbd,T
16582,"Shinobi, Koi Utsutsu: Setsugetsuka Koi Emaki",PSV,2015.0,Action,0.0,0.0,0.01,0.0,,,
16583,Ishin no Arashi: Shippuu Ryuumeden,DS,2010.0,Strategy,0.0,0.0,0.01,0.0,,,
16584,Dengeki Gakuen RPG: Cross of Venus Special,DS,2011.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16585,Muv-Luv Alternative,PS3,2012.0,Simulation,0.0,0.0,0.01,0.0,,,
16586,Irotoridori no Sekai: World's End Re-Birth,PSV,2015.0,Action,0.0,0.0,0.01,0.0,,,
16587,Taishou x Alice: All in One,PSV,2016.0,Adventure,0.0,0.0,0.01,0.0,,,
16588,Transformers: Fall of Cybertron,PC,2012.0,Action,0.01,0.0,0.0,0.0,78.0,7.9,T
16589,Farming 2017 - The Simulation,PS4,2016.0,Simulation,0.0,0.01,0.0,0.0,,,
16590,Koi Sentai Love & Peace the P.S.P: Power Zenkai! Special Youso Tenkomori de Portable Ka Daisakusen de Aru!,PSP,2012.0,Action,0.0,0.0,0.01,0.0,,,
16591,Case Closed: One Truth Prevails,Wii,2007.0,Adventure,0.0,0.0,0.01,0.0,,,
16592,Slotter Mania P: Tetsuya Shinjuku vs Ueno ,PSP,2010.0,Misc,0.0,0.0,0.01,0.0,,,
16593,Bomberman,Wii,2008.0,Puzzle,0.0,0.0,0.01,0.0,,,
16594,Hitman (2016),XOne,2016.0,Action,0.0,0.01,0.0,0.0,,,
16595,Micro Machines V4,PS2,2006.0,Racing,0.01,0.0,0.0,0.0,64.0,6.8,E
16596,Who Wants to be a Millionaire: 2nd Edition,DS,2008.0,Misc,0.0,0.01,0.0,0.0,,,
16597,Winx Club: Saving Alfea ,3DS,2014.0,Action,0.0,0.01,0.0,0.0,,tbd,E
16598,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008.0,Misc,0.0,0.0,0.01,0.0,,,
16599,Rabbids Invasion: The Interactive TV Show,XOne,2014.0,Misc,0.0,0.01,0.0,0.0,,,
16600,Unending Bloody Call,PSP,2012.0,Action,0.0,0.0,0.01,0.0,,,
16601,Saints Row: Gat out of Hell,XOne,2015.0,Action,0.0,0.01,0.0,0.0,65.0,6,M
16602,Shutsugeki! Otometachi no Senjou 2: Ikusabana no Kizuna,PSP,2011.0,Strategy,0.0,0.0,0.01,0.0,,,
16603,Legends of Oz: Dorothy's Return,3DS,2014.0,Puzzle,0.0,0.01,0.0,0.0,,tbd,E
16604,Snood 2: On Vacation,GBA,2005.0,Puzzle,0.01,0.0,0.0,0.0,,,
16605,The Land Before Time: Into the Mysterious Beyond,GBA,2006.0,Platform,0.01,0.0,0.0,0.0,,,
16606,"Transformers: War for Cybertron (XBox 360, PS3, & PC Versions)",PC,2010.0,Shooter,0.01,0.0,0.0,0.0,,,
16607,Satomi Hakkenden: Hachi Tamanoki,PSP,2014.0,Adventure,0.0,0.0,0.01,0.0,,,
16608,Shinigami to Shoujo,PSP,2011.0,Adventure,0.0,0.0,0.01,0.0,,,
16609,Naraku no Shiro,PS2,2008.0,Adventure,0.0,0.0,0.01,0.0,,,
16610,Mystereet,PS2,2006.0,Adventure,0.0,0.0,0.01,0.0,,,
16611,Samurai Shodown: Warrios Rage,PS,1999.0,Fighting,0.01,0.0,0.0,0.0,,,
16612,Mario & Luigi: Paper Jam & Mario Kart 7 Double Pack,3DS,2015.0,Misc,0.0,0.0,0.01,0.0,,,
16613,Romeo Vs. Juliet,PSP,2013.0,Adventure,0.0,0.0,0.01,0.0,,,
16614,Kiniro no Corda 3,3DS,2015.0,Adventure,0.0,0.0,0.01,0.0,,,
16615,Palais de Reine,PS2,2007.0,Strategy,0.0,0.0,0.01,0.0,,,
16616,Bakumatsu Rock: Ultra Soul,PSP,2014.0,Misc,0.0,0.0,0.01,0.0,,,
16617,Dragon Ball Z for Kinect,X360,2012.0,Fighting,0.01,0.0,0.0,0.0,49.0,2.1,T
16618,Legacy of Kain: Defiance,PC,2003.0,Action,0.0,0.01,0.0,0.0,70.0,8.7,M
16619,Balloon Pop 2,3DS,2012.0,Puzzle,0.01,0.0,0.0,0.0,,tbd,E
16620,National Geographic Panda (JP sales),DS,2008.0,Simulation,0.0,0.0,0.01,0.0,,,
16621,Codename: Panzers Complete Collection,PC,2016.0,Strategy,0.0,0.01,0.0,0.0,,,
16622,Xblaze: Lost Memories,PSV,2015.0,Adventure,0.01,0.0,0.0,0.0,,7,M
16623,Knights in the Nightmare: DHE Series Special Pack,DS,2008.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16624,Trine,PC,2009.0,Action,0.0,0.01,0.0,0.0,80.0,8.2,E10+
16625,DJ Max Technika Tune,PSV,2012.0,Misc,0.0,0.0,0.01,0.0,,,
16626,World Snooker Championship 2007,X360,2007.0,Sports,0.0,0.01,0.0,0.0,,,
16627,Norn + Nonette: Act Tune,PSV,2016.0,Action,0.0,0.0,0.01,0.0,,,
16628,Crossroad Crisis,PS,2000.0,Puzzle,0.01,0.0,0.0,0.0,,,
16629,Tengai Makyo: Dai Yon no Mokushiroku,PSP,2006.0,Role-Playing,0.0,0.0,0.01,0.0,,,
16630,The Ultimate Battle of the Sexes,Wii,2010.0,Misc,0.01,0.0,0.0,0.0,,tbd,T
16631,Karnaaj Rally,GBA,2003.0,Racing,0.01,0.0,0.0,0.0,81.0,9.5,E
